post_id,text_content,author,platform,created_at,gt_tier,gt_tier_label,gt_antisemitism_score,gt_sentiment,gt_ihra_labels,gt_keywords,gt_country_of_origin
post-0666,Six million is a very round number. Historians debate the actual toll — why is that discussion forbidden? — wake up!,user_fe6de9,telegram,2025-10-10T18:54:00Z,2,coded,0.5857,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0667,"Jews invented communism to destroy Christian civilization. Marx, Lenin, Trotsky — all Jewish. Look it up.",user_e348ce,telegram,2025-09-02T04:06:00Z,3,explicit,0.8346,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0668,Every major color revolution in the last 20 years traces back to the same NGO networks. Follow the funding. 🔥,user_441e24,telegram,2025-11-28T13:38:00Z,2,coded,0.6532,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,
post-0669,Proud to stand with the Jewish community at today's solidarity rally. Hate has no place here. 👀,user_1b942c,telegram,2025-04-10T17:14:00Z,0,clean,0.1967,Supportive,,antisemitism,
post-0670,Visited Yad Vashem in Jerusalem today. Walked through in silence. Some things cannot be put into words. 👀,user_47688b,telegram,2025-04-30T18:49:00Z,0,clean,0.1297,Neutral,,Holocaust,Israel
post-0671,George Soros funds organizations in over 100 countries. Why does one man have so much global influence?,user_9bcd1a,telegram,2025-04-01T09:53:00Z,1,subtle,0.4141,Hostile,,globalists,United States
post-0672,"Jews started World War I, World War II, and are now engineering World War III. Same families, same playbook.!!",user_439b23,telegram,2025-07-10T19:54:00Z,3,explicit,0.7596,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy,
post-0673,Legitimate question: why is it taboo to even ask who benefits from US foreign policy in the Middle East? — wake up!,user_14cb62,telegram,2025-03-18T17:24:00Z,1,subtle,0.3116,Negative,,dual loyalty,United States
post-0674,Loyalty to a foreign state should disqualify you from public office. That applies to everyone — no exceptions.,user_5f14d4,telegram,2025-06-07T22:23:00Z,1,subtle,0.2211,Negative,Accusing Jewish citizens of dual loyalty,dual loyalty,
post-0675,"People are afraid to say it openly, but they think it privately. That gap between public and private opinion is growing. 👀",user_1d9ca0,telegram,2025-12-06T01:08:00Z,1,subtle,0.3702,Neutral,,Jewish conspiracy,
post-0676,Every Israeli civilian is a soldier. There are no innocent Zionists. None. ‼️,user_8a07b3,telegram,2025-12-05T16:42:00Z,4,hostile,0.8873,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews; Holding Jews collectively responsible for actions of the State of Israel",Zionist; October 7th,Israel
post-0677,Burn every Jewish institution that funds Israeli apartheid. Start with the ones in your own city. — wake up!,user_c3c1c2,telegram,2025-01-24T05:54:00Z,4,hostile,0.9142,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",synagogue; Jewish conspiracy,
post-0678,Israel's siege of Gaza is a textbook example of collective punishment — the same tactic used in the Warsaw Ghetto. 🤔,user_43feef,telegram,2025-04-01T06:35:00Z,2,coded,0.6033,Negative,Drawing comparisons of contemporary Israeli policy to that of the Nazis; Holding Jews collectively responsible for actions of the State of Israel,Holocaust; Zionist,Israel
post-0679,Death to Israel and all who fund it. This is not a threat — it is a prayer. 🔥,user_1a4423,telegram,2025-11-10T13:24:00Z,4,hostile,0.9873,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Zionist,Israel
post-0680,"COVID vaccines were designed by people connected to the Davos crowd — same names, same agenda, same profits.",user_127984,telegram,2025-10-13T07:35:00Z,2,coded,0.6424,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,globalists,
post-0681,"Judaism is not a religion, it's a supremacist ideology disguised as religion. Jewish people are trained from birth to believe they are chosen above all others. — share this!",user_2ff092,telegram,2025-12-27T10:58:00Z,3,explicit,0.7784,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0682,Why is questioning Shoah figures illegal in so many countries? Real historical events don't need legal protection.,user_a4486d,telegram,2025-12-01T13:38:00Z,2,coded,0.562,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0683,Interesting coincidence that so many of the architects of the 2008 financial crash came from the same institutions…,user_763ce2,telegram,2025-07-25T22:14:00Z,1,subtle,0.3829,Neutral,,bank control,United States
post-0684,Jews have no genuine home. They are eternal wanderers who corrupt every nation they settle in.,user_d2c188,telegram,2025-10-04T15:51:00Z,3,explicit,0.746,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0685,Every synagogue in Europe should be shut down. They are command centres for a fifth column. 👀,user_10f997,telegram,2025-03-15T06:51:00Z,4,hostile,0.915,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",synagogue; Jewish conspiracy,Germany
post-0686,BREAKING: Declassified documents confirm Israel knew about the 9/11 attacks 72 hours in advance and said nothing. — wake up!,user_d46529,telegram,2025-06-21T22:50:00Z,4,hostile,0.9752,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy,United States
post-0687,George Soros has spent over $30 billion dismantling national sovereignty worldwide. Who gave him that mission?!!,user_efcc8a,telegram,2025-11-07T04:05:00Z,2,coded,0.6185,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,globalists,United States
post-0688,Jewish organizations are the biggest funders of mass immigration into Europe. This is not a theory — look at the tax filings. 🤔,user_5023c0,telegram,2025-10-09T23:09:00Z,2,coded,0.5547,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,Germany
post-0689,The IDF's behavior in civilian areas is indistinguishable from Nazi military doctrine. History repeating itself. 👀,user_4e515e,telegram,2025-02-15T12:39:00Z,2,coded,0.5101,Hostile,Drawing comparisons of contemporary Israeli policy to that of the Nazis,Holocaust; Zionist,Israel
post-0690,"The attack on the Nova festival targeted oppressors dancing on occupied land. This is context, not justification. — wake up!",user_4e8587,telegram,2025-07-15T00:45:00Z,4,hostile,0.9054,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",October 7th,Israel
post-0691,The LGBT agenda is a Jewish invention to weaken traditional family structures in Christian societies. 🤔,user_1aec29,telegram,2025-01-24T09:41:00Z,3,explicit,0.8544,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy,
post-0692,Jewish NGOs are deliberately funding mass migration into Europe to replace the native population. — share this!,user_805b37,telegram,2025-10-18T05:55:00Z,3,explicit,0.714,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,Germany
post-0693,"Jewish communities in the West cheer on Israeli airstrikes. Collective enthusiasm, collective responsibility. 👀",user_1d7d7b,telegram,2025-04-01T18:40:00Z,2,coded,0.5432,Hostile,Holding Jews collectively responsible for actions of the State of Israel,,
post-0694,Jewish Zionists have infected Western institutions. Their goal is to silence all criticism of Israel. 👀,user_8f2001,telegram,2025-04-24T12:12:00Z,2,coded,0.6378,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Zionist,
post-0695,"No hate intended, but has anyone else noticed which communities seem to be behind most major financial scandals?",user_e1a23a,telegram,2025-01-21T09:02:00Z,1,subtle,0.3083,Negative,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",bank control,
post-0696,Klezmer music is so joyful and moving. Attended a live performance last night — incredible.,user_4b160f,telegram,2025-09-19T06:17:00Z,0,clean,0.1518,Supportive,,,
post-0697,What Israel is doing to Palestinians is exactly what was done to Jews in the 1930s. They became what they fought. 🤔,user_9fb221,telegram,2025-11-04T20:42:00Z,2,coded,0.6429,Negative,Drawing comparisons of contemporary Israeli policy to that of the Nazis,Holocaust,Israel
post-0698,Jewish politicians in Germany consistently vote for Israel's interests over Germany's. This is dual loyalty — call it what it is. — wake up!,user_59a9cf,telegram,2025-05-09T06:04:00Z,2,coded,0.5304,Hostile,Accusing Jewish citizens of dual loyalty,dual loyalty,Germany
post-0699,EXCLUSIVE: The IDF deliberately harvests organs from Palestinian civilians killed in airstrikes. 📢,user_127a41,telegram,2025-01-07T04:12:00Z,4,hostile,0.9501,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Zionist,Israel
post-0700,"Jewish communities in the West cheer on Israeli airstrikes. Collective enthusiasm, collective responsibility. 📢",user_e28737,telegram,2025-10-18T09:11:00Z,2,coded,0.6416,Hostile,Holding Jews collectively responsible for actions of the State of Israel,,
post-0701,Death to Israel and all who fund it. This is not a threat — it is a prayer. 📢,user_70a9b9,telegram,2025-11-02T02:50:00Z,4,hostile,0.9561,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Zionist,Israel
post-0702,I'm allowed to ask: why do so many government advisors hold dual citizenship with Israel? 📢,user_c11a36,telegram,2025-05-20T12:06:00Z,1,subtle,0.3436,Negative,,dual loyalty,
post-0703,"COVID vaccines were designed by people connected to the Davos crowd — same names, same agenda, same profits. — wake up!",user_f7a810,telegram,2025-10-07T20:06:00Z,2,coded,0.552,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,globalists,
post-0704,"Best coffee I've ever had was at a tiny café in Porto. If you're ever there, go. ‼️",user_178d94,telegram,2025-02-28T22:04:00Z,0,clean,0.178,Supportive,,,Portugal
post-0705,The Auschwitz-Birkenau Memorial receives over two million visitors a year. Memory is an act of resistance. — share this!,user_d95af6,telegram,2025-04-08T00:23:00Z,0,clean,0.1003,Neutral,,Holocaust,Poland
post-0706,Every the Zionist statei settler killed on October 7th was a colonizer. Not a civilian. Not a victim.,user_96302a,telegram,2025-03-17T04:59:00Z,4,hostile,0.9873,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews; Holding Jews collectively responsible for actions of the State of Israel",October 7th; Zionist,Israel
post-0707,The Frankfurt School was a Jewish intellectual project to destroy Western Christian civilization from within. ‼️,user_315894,telegram,2025-02-23T16:39:00Z,3,explicit,0.8692,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,Germany
post-0708,BOMBSHELL: Rothschild family met privately with three heads of state one week before the 2008 financial crash. 🤔,user_54daab,telegram,2025-08-21T10:16:00Z,4,hostile,0.9022,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; bank control,United States
post-0709,The global elites pulling the strings behind our governments — follow the money. Always follow the money. — wake up!,user_6f29d7,telegram,2025-11-29T19:19:00Z,1,subtle,0.3226,Hostile,,globalists; bank control,
post-0710,The apartheid state of Israel is maintained by Jewish donors worldwide. They all share responsibility. 🔥,user_ead806,telegram,2025-05-07T04:18:00Z,2,coded,0.5976,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist,Israel
post-0711,"Stabbing a rabbi in the street is a political act, not a hate crime. Know the difference.",user_af5d59,telegram,2025-11-09T15:45:00Z,4,hostile,0.8998,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Jewish conspiracy,
post-0712,Celebrated Purim with my neighbors today. The costumes were amazing and the hamantaschen were delicious! — wake up!,user_8b867e,telegram,2025-05-21T09:03:00Z,0,clean,0.1208,Supportive,,,
post-0713,Shabbat Shalom everyone! Wishing a peaceful and restful Shabbat to all those celebrating tonight. 🕎!!,user_7bc10a,telegram,2025-09-05T16:46:00Z,0,clean,0.0668,Supportive,,,
post-0714,American politicians putting Israel's interests ahead of American ones. When does that become a problem? 🔥,user_89e7fb,telegram,2025-04-15T20:58:00Z,1,subtle,0.353,Negative,,dual loyalty,United States
post-0715,"The Shoah was a tragedy, but so were the famines in India and the gulags. Why does one event dominate all others?",user_c0c2e9,telegram,2025-09-10T06:43:00Z,2,coded,0.5333,Neutral,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust",Holocaust,
post-0716,Jewish politicians in Germany consistently vote for Israel's interests over Germany's. This is dual loyalty — call it what it is.,user_507948,telegram,2025-07-18T13:23:00Z,2,coded,0.602,Hostile,Accusing Jewish citizens of dual loyalty,dual loyalty,Germany
